epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,857.324,0.19176,0.2834,0.84803,0.9673,1,0.985,0.9832,0.11593,0.18653,0.87244,0.000359924,0.000359924,0.000359924
41,876.484,0.12505,0.17712,0.73998,0.9673,1,0.98594,0.98414,0.11329,0.18447,0.87255,0.00033696,0.00033696,0.00033696
42,895.788,0.13627,0.20885,0.80197,0.96727,1,0.98719,0.98547,0.11055,0.18561,0.87256,0.000312412,0.000312412,0.000312412
43,914.601,0.11718,0.19456,0.77528,0.96727,1,0.98719,0.98547,0.11055,0.18561,0.87256,0.00028628,0.00028628,0.00028628
44,933.808,0.11248,0.18121,0.75605,0.96723,1,0.98906,0.98735,0.10845,0.18613,0.87274,0.000258564,0.000258564,0.000258564
45,954.699,0.10594,0.18318,0.78902,0.96723,1,0.98906,0.98735,0.10845,0.18613,0.87274,0.000229264,0.000229264,0.000229264
46,975.451,0.12695,0.20079,0.77494,0.96721,1,0.99219,0.98859,0.10199,0.18433,0.87353,0.00019838,0.00019838,0.00019838
47,996.134,0.11284,0.2032,0.74748,0.96721,1,0.99219,0.98859,0.10199,0.18433,0.87353,0.000165912,0.000165912,0.000165912
48,1017.19,0.11314,0.18773,0.74318,0.9672,1,0.99,0.98635,0.09774,0.18412,0.87358,0.00013186,0.00013186,0.00013186
49,1038.01,0.12298,0.18463,0.80228,0.9672,1,0.99,0.98635,0.09774,0.18412,0.87358,9.6224e-05,9.6224e-05,9.6224e-05
50,1057.87,0.11466,0.18832,0.77186,0.96717,1,0.965,0.96107,0.09624,0.1856,0.87374,5.9004e-05,5.9004e-05,5.9004e-05
