epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,544.395,0.35072,0.26409,0.96352,0.99856,1,0.995,0.96883,0.19486,0.19747,0.85559,0.000720832,0.000720832,0.000720832
20,571.434,0.23156,0.2035,0.89418,0.99846,1,0.995,0.96892,0.19009,0.19588,0.85251,0.000736084,0.000736084,0.000736084
21,599.129,0.2732,0.23764,0.90146,0.99845,1,0.995,0.96966,0.19839,0.20304,0.84996,0.00074896,0.00074896,0.00074896
22,639.863,0.28613,0.26142,0.91039,0.99855,1,0.995,0.96934,0.21988,0.20949,0.85159,0.00075946,0.00075946,0.00075946
23,679.399,0.30589,0.25537,0.93303,0.99872,1,0.995,0.97281,0.22998,0.21606,0.85079,0.000767584,0.000767584,0.000767584
24,716.516,0.28172,0.24336,0.93095,0.99871,1,0.995,0.9738,0.23495,0.22302,0.84979,0.000773332,0.000773332,0.000773332
25,745.487,0.27165,0.25111,0.91678,0.99868,1,0.995,0.97307,0.23421,0.20891,0.84765,0.000776704,0.000776704,0.000776704
26,773.01,0.24659,0.25059,0.9134,0.99866,1,0.995,0.9741,0.21943,0.19628,0.84457,0.0007777,0.0007777,0.0007777
27,800.543,0.25817,0.25298,0.88849,0.99871,1,0.995,0.97538,0.20457,0.18902,0.84366,0.00077632,0.00077632,0.00077632
28,829.22,0.28061,0.22993,0.89759,0.99874,1,0.995,0.97565,0.19536,0.19256,0.8482,0.000772564,0.000772564,0.000772564
29,856.899,0.2511,0.24505,0.87888,0.99874,1,0.995,0.97565,0.19536,0.19256,0.8482,0.000766432,0.000766432,0.000766432
30,884.438,0.33155,0.2483,0.97124,0.99877,1,0.995,0.97861,0.18748,0.19423,0.85075,0.000757924,0.000757924,0.000757924
31,912.518,0.30427,0.23489,0.94084,0.99878,1,0.995,0.97757,0.18772,0.18788,0.85704,0.00074704,0.00074704,0.00074704
32,939.937,0.22399,0.21526,0.87246,0.99877,1,0.995,0.97812,0.18964,0.1961,0.85833,0.00073378,0.00073378,0.00073378
33,966.802,0.28944,0.2108,0.92989,0.99877,1,0.995,0.97812,0.18964,0.1961,0.85833,0.000718144,0.000718144,0.000718144
34,994.284,0.21362,0.19768,0.87391,0.99879,1,0.995,0.98094,0.19693,0.20252,0.85551,0.0006932,0.0006932,0.0006932
35,1023.01,0.26214,0.24464,0.92588,0.99878,1,0.995,0.98139,0.19707,0.19065,0.85087,0.0006536,0.0006536,0.0006536
36,1050.38,0.25069,0.21241,0.9402,0.99879,1,0.995,0.98163,0.18197,0.18486,0.84516,0.000614,0.000614,0.000614
37,1077.68,0.26812,0.20705,0.93373,0.99879,1,0.995,0.98163,0.18197,0.18486,0.84516,0.0005744,0.0005744,0.0005744
38,1104.48,0.22377,0.18692,0.87236,0.99877,1,0.995,0.98163,0.16896,0.18263,0.84181,0.0005348,0.0005348,0.0005348
39,1131.62,0.25893,0.22922,0.92066,0.99878,1,0.995,0.98285,0.16225,0.18042,0.8399,0.0004952,0.0004952,0.0004952
40,1159,0.20775,0.18286,0.87864,0.99877,1,0.995,0.98163,0.1678,0.17117,0.83899,0.0004556,0.0004556,0.0004556
41,1186.56,0.19265,0.17061,0.84624,0.99877,1,0.995,0.98163,0.1678,0.17117,0.83899,0.000416,0.000416,0.000416
42,1213.91,0.21436,0.16965,0.83095,0.99875,1,0.995,0.9826,0.16643,0.17261,0.83736,0.0003764,0.0003764,0.0003764
43,1241.55,0.19463,0.16379,0.80367,0.99872,1,0.995,0.9826,0.16674,0.17538,0.8323,0.0003368,0.0003368,0.0003368
44,1268.63,0.19542,0.16199,0.85366,0.99867,1,0.995,0.98062,0.15959,0.16878,0.82561,0.0002972,0.0002972,0.0002972
45,1295.65,0.19166,0.17099,0.81879,0.99867,1,0.995,0.98062,0.15959,0.16878,0.82561,0.0002576,0.0002576,0.0002576
46,1322.83,0.18946,0.14647,0.82986,0.99867,1,0.995,0.98024,0.15705,0.16034,0.82405,0.000218,0.000218,0.000218
47,1350.33,0.17396,0.1456,0.84353,0.9987,1,0.995,0.98097,0.15422,0.15192,0.82385,0.0001784,0.0001784,0.0001784
48,1377.84,0.18245,0.14965,0.8233,0.9987,1,0.995,0.98117,0.14999,0.14713,0.82312,0.0001388,0.0001388,0.0001388
49,1404.72,0.17489,0.14098,0.83854,0.9987,1,0.995,0.98117,0.14999,0.14713,0.82312,9.92e-05,9.92e-05,9.92e-05
50,1431.44,0.19584,0.16273,0.80782,0.99871,1,0.995,0.98117,0.14834,0.14656,0.82305,5.96e-05,5.96e-05,5.96e-05
