epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,711.076,0.13927,0.16595,0.8169,0.9983,1,0.995,0.995,0.15188,0.17777,0.76554,0.000464444,0.000464444,0.000464444
35,732.687,0.16269,0.17653,0.78069,0.99831,1,0.995,0.995,0.16164,0.19747,0.76618,0.000450984,0.000450984,0.000450984
36,752.823,0.16526,0.18206,0.84936,0.99831,1,0.995,0.995,0.14932,0.19383,0.76435,0.00043594,0.00043594,0.00043594
37,772.552,0.15367,0.146,0.81041,0.99831,1,0.995,0.995,0.14932,0.19383,0.76435,0.000419312,0.000419312,0.000419312
38,792.036,0.1473,0.17411,0.80907,0.99833,1,0.995,0.995,0.13363,0.18133,0.76307,0.0004011,0.0004011,0.0004011
39,811.309,0.15496,0.15976,0.79803,0.99835,1,0.995,0.995,0.12233,0.17364,0.76123,0.000381304,0.000381304,0.000381304
40,831.058,0.15739,0.17608,0.85785,0.99835,1,0.995,0.995,0.12233,0.17364,0.76123,0.000359924,0.000359924,0.000359924
41,851.128,0.13277,0.14604,0.76197,0.99833,1,0.995,0.995,0.11895,0.16709,0.7621,0.00033696,0.00033696,0.00033696
42,870.916,0.13464,0.16184,0.7792,0.99834,1,0.995,0.995,0.11155,0.15927,0.76066,0.000312412,0.000312412,0.000312412
43,890.269,0.13174,0.13056,0.73084,0.99834,1,0.995,0.995,0.11155,0.15927,0.76066,0.00028628,0.00028628,0.00028628
44,909.542,0.12313,0.12842,0.77476,0.99833,1,0.995,0.995,0.11032,0.16146,0.76018,0.000258564,0.000258564,0.000258564
45,929.544,0.11542,0.12652,0.7792,0.99833,1,0.995,0.995,0.11032,0.16146,0.76018,0.000229264,0.000229264,0.000229264
46,949.464,0.12246,0.12896,0.79696,0.99836,1,0.995,0.995,0.11132,0.16357,0.75965,0.00019838,0.00019838,0.00019838
47,969.721,0.11522,0.12791,0.7573,0.99836,1,0.995,0.995,0.11132,0.16357,0.75965,0.000165912,0.000165912,0.000165912
48,990.532,0.11961,0.12733,0.80407,0.99836,1,0.995,0.995,0.11163,0.16521,0.75974,0.00013186,0.00013186,0.00013186
49,1010.69,0.11195,0.12295,0.82438,0.99836,1,0.995,0.995,0.11163,0.16521,0.75974,9.6224e-05,9.6224e-05,9.6224e-05
50,1030.25,0.09708,0.12646,0.75445,0.99833,1,0.995,0.995,0.10877,0.16499,0.75914,5.9004e-05,5.9004e-05,5.9004e-05
