epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,467.773,0.18824,0.17807,0.86846,0.99829,1,0.995,0.995,0.12235,0.17224,0.68039,0.00050796,0.00050796,0.00050796
24,489.872,0.18677,0.17728,0.86102,0.99831,1,0.995,0.995,0.11763,0.16961,0.6792,0.000511924,0.000511924,0.000511924
25,508.454,0.14139,0.14922,0.79785,0.99832,1,0.995,0.995,0.1101,0.16844,0.67794,0.000514304,0.000514304,0.000514304
26,527.085,0.14735,0.19256,0.81904,0.99831,1,0.995,0.995,0.11734,0.15837,0.67872,0.0005151,0.0005151,0.0005151
27,546.358,0.13773,0.15614,0.8526,0.99833,1,0.995,0.995,0.12598,0.15671,0.67927,0.000514312,0.000514312,0.000514312
28,570.384,0.16503,0.19968,0.83681,0.99833,1,0.995,0.995,0.12598,0.15671,0.67927,0.00051194,0.00051194,0.00051194
29,592.351,0.14656,0.17932,0.83143,0.99831,1,0.995,0.995,0.1309,0.16063,0.67906,0.000507984,0.000507984,0.000507984
30,612.929,0.17148,0.19115,0.84892,0.99833,1,0.995,0.995,0.12806,0.1611,0.68015,0.000502444,0.000502444,0.000502444
31,636.123,0.15807,0.16952,0.82474,0.99833,1,0.995,0.995,0.12806,0.1611,0.68015,0.00049532,0.00049532,0.00049532
32,656.613,0.12741,0.16315,0.7953,0.99834,1,0.995,0.995,0.11325,0.1535,0.67908,0.000486612,0.000486612,0.000486612
33,677.865,0.13584,0.13888,0.81029,0.99835,1,0.995,0.995,0.10881,0.15071,0.67858,0.00047632,0.00047632,0.00047632
34,699.972,0.139,0.17377,0.83114,0.99835,1,0.995,0.995,0.10881,0.15071,0.67858,0.000464444,0.000464444,0.000464444
35,722.718,0.14649,0.17169,0.82555,0.99835,1,0.995,0.995,0.1179,0.14925,0.67936,0.000450984,0.000450984,0.000450984
36,744.821,0.14983,0.17445,0.83718,0.99834,1,0.995,0.995,0.11744,0.14432,0.67914,0.00043594,0.00043594,0.00043594
37,765.322,0.1405,0.15815,0.81433,0.99834,1,0.995,0.995,0.11744,0.14432,0.67914,0.000419312,0.000419312,0.000419312
38,788.908,0.14227,0.16433,0.83507,0.99835,1,0.995,0.995,0.10787,0.13995,0.67962,0.0004011,0.0004011,0.0004011
39,809.998,0.13334,0.15703,0.84792,0.99833,1,0.995,0.995,0.10048,0.14051,0.67931,0.000381304,0.000381304,0.000381304
40,830.688,0.13799,0.17645,0.86232,0.99833,1,0.995,0.995,0.10048,0.14051,0.67931,0.000359924,0.000359924,0.000359924
41,850.924,0.11939,0.12406,0.78331,0.99835,1,0.995,0.995,0.09682,0.14555,0.67915,0.00033696,0.00033696,0.00033696
42,873.563,0.12445,0.14388,0.76043,0.99834,1,0.995,0.995,0.09,0.15122,0.67917,0.000312412,0.000312412,0.000312412
43,893.144,0.10984,0.13446,0.79578,0.99834,1,0.995,0.995,0.09,0.15122,0.67917,0.00028628,0.00028628,0.00028628
44,914.658,0.10519,0.12211,0.75353,0.99834,1,0.995,0.995,0.0942,0.15285,0.67973,0.000258564,0.000258564,0.000258564
45,935.447,0.10741,0.13049,0.77904,0.99834,1,0.995,0.995,0.0942,0.15285,0.67973,0.000229264,0.000229264,0.000229264
46,955.267,0.10934,0.12402,0.73423,0.99834,1,0.995,0.995,0.09198,0.1572,0.67974,0.00019838,0.00019838,0.00019838
47,975.291,0.10295,0.12333,0.74619,0.99834,1,0.995,0.995,0.09198,0.1572,0.67974,0.000165912,0.000165912,0.000165912
48,995.833,0.10899,0.12062,0.79713,0.99835,1,0.995,0.995,0.08738,0.1553,0.67961,0.00013186,0.00013186,0.00013186
49,1017.04,0.10303,0.11963,0.78254,0.99835,1,0.995,0.995,0.08738,0.1553,0.67961,9.6224e-05,9.6224e-05,9.6224e-05
50,1038.31,0.0898,0.11495,0.73183,0.99834,1,0.995,0.995,0.08402,0.15093,0.6798,5.9004e-05,5.9004e-05,5.9004e-05
